"Int_no","Rue_1","Rue_2","Arrondissement","X","Y"
2,"Docteur-Penfield","Peel","Ville-Marie",298588.54,5040384.56
3,"Borden","Somerled","Côte-des-Neiges - Notre-Dame-de-Grâce",294064.9,5036578.94
4,"Cavendish","Côte-Saint-Luc","Côte-des-Neiges - Notre-Dame-de-Grâce",293240.69,5036867.49
5,"Cavendish","Fielding","Côte-des-Neiges - Notre-Dame-de-Grâce",293705.38,5036607.52
6,"Cavendish","Monkland","Côte-des-Neiges - Notre-Dame-de-Grâce",294459.19,5036147.22
7,"Cavendish","Somerled","Côte-des-Neiges - Notre-Dame-de-Grâce",293990.38,5036449.02
8,"Cavendish","Terrebonne","Côte-des-Neiges - Notre-Dame-de-Grâce",294224.52,5036321.42
9,"Coronation","Côte-Saint-Luc","Côte-des-Neiges - Notre-Dame-de-Grâce",292805.38,5036240.3
11,"Côte-Saint-Luc","Grand Boulevard","Côte-des-Neiges - Notre-Dame-de-Grâce",293692.92,5037250.03
12,"Curatteau","Sherbrooke","Mercier - Hochelaga - Maisonneuve",301959.22,5050476
13,"Côte-Saint-Luc","Marcil/Somerled","Côte-des-Neiges - Notre-Dame-de-Grâce",294733.7,5037619.25
29,"Addington","Sherbrooke","Côte-des-Neiges - Notre-Dame-de-Grâce",296109.89,5037011.43
30,"Beaconsfield","Saint-Jacques","Côte-des-Neiges - Notre-Dame-de-Grâce",295751.57,5036046.1
31,"Benny","Sherbrooke","Côte-des-Neiges - Notre-Dame-de-Grâce",294890.32,5036115.82
34,"Botrel","Sherbrooke","Côte-des-Neiges - Notre-Dame-de-Grâce",296166.44,5037053
35,"Cavendish","Saint-Jacques","Côte-des-Neiges - Notre-Dame-de-Grâce",295086.29,5035736.47
36,"Cavendish","Sherbrooke","Côte-des-Neiges - Notre-Dame-de-Grâce",294714.51,5035985.47
37,"Coronation","Monkland/Sherbrooke","Côte-des-Neiges - Notre-Dame-de-Grâce",294091.53,5035536.08
38,"Côte-Saint-Antoine","Décarie","Côte-des-Neiges - Notre-Dame-de-Grâce",295944.68,5037381.98
39,"Côte-Saint-Antoine","Girouard","Côte-des-Neiges - Notre-Dame-de-Grâce",295784.48,5037126.03
40,"Côte-Saint-Antoine","Hampton/Sherbrooke","Côte-des-Neiges - Notre-Dame-de-Grâce",295376.56,5036481
42,"Décarie","Maisonneuve / Upper Lachine","Côte-des-Neiges - Notre-Dame-de-Grâce",296534.95,5037001.42
43,"Décarie","Monkland inter. Est","Côte-des-Neiges - Notre-Dame-de-Grâce",295451.72,5037697.5
44,"Décarie","Monkland inter. Ouest","Côte-des-Neiges - Notre-Dame-de-Grâce",295398.72,5037615.5
45,"Décarie","Notre-Dame-de-Grâce","Côte-des-Neiges - Notre-Dame-de-Grâce",295784.25,5037485.7
46,"Décarie","Saint-Jacques","Côte-des-Neiges - Notre-Dame-de-Grâce",296874.7,5036795.12
47,"Décarie","Sherbrooke","Côte-des-Neiges - Notre-Dame-de-Grâce",296291.12,5037159.6
48,"Elmhurst","Sherbrooke","Côte-des-Neiges - Notre-Dame-de-Grâce",293738.38,5035019.93
49,"Elmhurst","Saint-Jacques","Côte-des-Neiges - Notre-Dame-de-Grâce",294066.94,5034838
50,"Girouard","Monkland","Côte-des-Neiges - Notre-Dame-de-Grâce",295287.25,5037445.34
51,"Girouard","Notre-Dame-de-Grâce","Côte-des-Neiges - Notre-Dame-de-Grâce",295621.01,5037231.26
52,"Girouard","Saint-Jacques","Côte-des-Neiges - Notre-Dame-de-Grâce",296636.99,5036580.53
53,"Girouard","Sherbrooke","Côte-des-Neiges - Notre-Dame-de-Grâce",296044.39,5036962.39
54,"Girouard","Upper Lachine","Côte-des-Neiges - Notre-Dame-de-Grâce",296393.44,5036734.33
56,"Grand Boulevard","Sherbrooke","Côte-des-Neiges - Notre-Dame-de-Grâce",295150.98,5036309.93
57,"Madison","Saint-Jacques","Côte-des-Neiges - Notre-Dame-de-Grâce",295524.94,5035913.5
58,"Maisonneuve","Marlowe","Côte-des-Neiges - Notre-Dame-de-Grâce",296627.62,5037110.45
59,"Maisonneuve","Vendôme","Côte-des-Neiges - Notre-Dame-de-Grâce",296677.48,5037171.84
60,"Marcil","Sherbrooke","Côte-des-Neiges - Notre-Dame-de-Grâce",295905.5,5036861.13
62,"Sainte-Anne-de-Bellevue","Saint-Jacques","Côte-des-Neiges - Notre-Dame-de-Grâce",294500.53,5035081
63,"Angrignon","Notre-Dame","Sud-Ouest",294966.42,5034744.51
67,"Rosedale","Sherbrooke","Côte-des-Neiges - Notre-Dame-de-Grâce",294327.5,5035695.92
68,"Saint-Jacques","6900 Saint-Jacques","Côte-des-Neiges - Notre-Dame-de-Grâce",294705.1,5035278.5
70,"Sherbrooke","Vendôme","Côte-des-Neiges - Notre-Dame-de-Grâce",296432.58,5037331.53
71,"Sherbrooke","7141 Ouest (Univ. Concordia)","Ville-Marie",293928.62,5035315.5
72,"Sherbrooke","West Broadway","Côte-des-Neiges - Notre-Dame-de-Grâce",293833.59,5035187.86
73,"Sherbrooke","West Hill","Côte-des-Neiges - Notre-Dame-de-Grâce",294955.15,5036166.93
74,"Sherbrooke","Wilson","Côte-des-Neiges - Notre-Dame-de-Grâce",295705.93,5036715.54
77,"Bourret","Décarie inter. Est","Côte-des-Neiges - Notre-Dame-de-Grâce",293933.6,5038715.5
78,"Bourret","Décarie inter. Ouest","Côte-des-Neiges - Notre-Dame-de-Grâce",293912.66,5038678.5
79,"54 e Avenue","Henri-Bourassa Est","Rivières-des-Prairies - Pointe-aux-Trembles",300318.45,5055713.59
87,"Côte-Sainte-Catherine","Décarie inter. Est","Côte-des-Neiges - Notre-Dame-de-Grâce",294070.38,5038634
88,"Côte-Sainte-Catherine","Décarie inter. Ouest","Côte-des-Neiges - Notre-Dame-de-Grâce",294044.1,5038593.5
90,"Côte-Saint-Luc","Décarie inter. Est","Côte-des-Neiges - Notre-Dame-de-Grâce",295218,5037894.42
91,"Côte-Saint-Luc","Décarie inter. Ouest","Côte-des-Neiges - Notre-Dame-de-Grâce",295194.15,5037858.91
92,"Côte-Saint-Luc","Earnscliffe","Côte-des-Neiges - Notre-Dame-de-Grâce",295055.44,5037694.44
93,"Côte-Saint-Luc","Girouard","Côte-des-Neiges - Notre-Dame-de-Grâce",294938.26,5037673.03
94,"Décarie","Edouard-Montpetit inter. Est","Côte-des-Neiges - Notre-Dame-de-Grâce",294307.53,5038484.5
95,"Décarie","Edouard-Montpetit inter. Ouest","Côte-des-Neiges - Notre-Dame-de-Grâce",294278.53,5038437
96,"Décarie","Ferrier inter. Est","Côte-des-Neiges - Notre-Dame-de-Grâce",292477.7,5039755.5
97,"Décarie","Ferrier inter. Ouest","Côte-des-Neiges - Notre-Dame-de-Grâce",292436.66,5039710
98,"Décarie","Isabella inter. Est","Côte-des-Neiges - Notre-Dame-de-Grâce",294463.5,5038380
99,"Décarie","Isabella inter. Ouest","Côte-des-Neiges - Notre-Dame-de-Grâce",294443.03,5038343.5
100,"Décarie","Jean-Talon inter.Est(desJockey","Côte-des-Neiges - Notre-Dame-de-Grâce",292855.06,5039425
101,"Décarie","Jean-Talon interOuest(Jockey)","Côte-des-Neiges - Notre-Dame-de-Grâce",292810.8,5039374
102,"Décarie","Snowdon inter. Est","Côte-des-Neiges - Notre-Dame-de-Grâce",294905.25,5038097
103,"Décarie","Snowdon inter. Ouest","Côte-des-Neiges - Notre-Dame-de-Grâce",294873.7,5038067
104,"Décarie","Paré inter. Est","Côte-des-Neiges - Notre-Dame-de-Grâce",292655.16,5039591
105,"Décarie","Paré inter. Ouest","Côte-des-Neiges - Notre-Dame-de-Grâce",292618.56,5039547.5
106,"Décarie","Plamondon inter. Est","Côte-des-Neiges - Notre-Dame-de-Grâce",293447.06,5039028
107,"Décarie","Plamondon inter. Ouest","Côte-des-Neiges - Notre-Dame-de-Grâce",293428.03,5038990.5
108,"Décarie","Queen-Mary inter. Est","Côte-des-Neiges - Notre-Dame-de-Grâce",294716.44,5038217
109,"Décarie","Queen-Mary inter. Ouest","Côte-des-Neiges - Notre-Dame-de-Grâce",294697.34,5038182.5
110,"Décarie","Royalmount/Savane inter. Est","Côte-des-Neiges - Notre-Dame-de-Grâce",292290.72,5039923
111,"Décarie","Royalmount/Savanne int. Ouest","Côte-des-Neiges - Notre-Dame-de-Grâce",292241.34,5039887
112,"Décarie","Van Horne inter. Est","Côte-des-Neiges - Notre-Dame-de-Grâce",293689.62,5038873
113,"Décarie","Van Horne inter. Ouest","Côte-des-Neiges - Notre-Dame-de-Grâce",293672.25,5038834
115,"Décarie","Vézina inter. Ouest","Côte-des-Neiges - Notre-Dame-de-Grâce",293221.94,5039112
118,"Girouard","Terrebonne","Côte-des-Neiges - Notre-Dame-de-Grâce",295037.59,5037608.98
120,"Jean-Talon","Mountain Sights","Côte-des-Neiges - Notre-Dame-de-Grâce",292966.09,5039549.52
121,"Lemieux / Ponsard","Queen-Mary","Côte-des-Neiges - Notre-Dame-de-Grâce",294929.25,5038569.69
127,"Queen-Mary","Victoria","Côte-des-Neiges - Notre-Dame-de-Grâce",295045.81,5038752.25
128,"Queen-Mary","Westbury","Côte-des-Neiges - Notre-Dame-de-Grâce",294808.61,5038376.77
129,"57 e Avenue","Henri-Bourassa Est","Rivières-des-Prairies - Pointe-aux-Trembles",300471.34,5055856.03
130,"Barclay","Côte-des-Neiges","Côte-des-Neiges - Notre-Dame-de-Grâce",294192.55,5040290.19
132,"Hutchison","Ogilvy","Villeray - Saint-Michel - Parc-Extension",295068.11,5043372.57
137,"Bedford","Côte-des-Neiges","Côte-des-Neiges - Notre-Dame-de-Grâce",294036.86,5040390.55
138,"Gosford","Notre-Dame/Saint-Claude","Ville-Marie",300632,5041020
141,"Côte-des-Neiges","Decelles","Côte-des-Neiges - Notre-Dame-de-Grâce",295763.73,5039503.81
142,"Côte-des-Neiges","Edouard-Montpetit","Côte-des-Neiges - Notre-Dame-de-Grâce",295084.66,5039709.05
143,"Côte-des-Neiges","Forest Hill","Côte-des-Neiges - Notre-Dame-de-Grâce",296414.52,5039519.63
144,"Côte-des-Neiges","Jean-Brillant","Côte-des-Neiges - Notre-Dame-de-Grâce",295285.26,5039581.05
145,"Côte-des-Neiges","Lacombe","Côte-des-Neiges - Notre-Dame-de-Grâce",295157.36,5039662.55
146,"Côte-des-Neiges","La Peltrie","Côte-des-Neiges - Notre-Dame-de-Grâce",294637.84,5040004.9
147,"Côte-des-Neiges","Linton","Côte-des-Neiges - Notre-Dame-de-Grâce",294564.87,5040052.12
149,"Côte-des-Neiges","Queen-Mary","Côte-des-Neiges - Notre-Dame-de-Grâce",295496.61,5039462.11
150,"Côte-des-Neiges","Ridgewood","Côte-des-Neiges - Notre-Dame-de-Grâce",296179.53,5039546.69
151,"Côte-des-Neiges","Saint-Kevin","Côte-des-Neiges - Notre-Dame-de-Grâce",295010.96,5039755.55
153,"Côte-Sainte-Catherine","Darlington","Côte-des-Neiges - Notre-Dame-de-Grâce",295322.25,5040624.05
154,"Côte-Sainte-Catherine","Decelles","Côte-des-Neiges - Notre-Dame-de-Grâce",294981,5040089.92
156,"Côte-Sainte-Catherine","Hudson","Côte-des-Neiges - Notre-Dame-de-Grâce",295216.87,5040460.21
157,"Côte-Sainte-Catherine","Lavoie","Côte-des-Neiges - Notre-Dame-de-Grâce",294536.46,5039389.54
158,"Côte-Sainte-Catherine","Légaré","Côte-des-Neiges - Notre-Dame-de-Grâce",294677.46,5039613.54
159,"Côte-Sainte-Catherine","Lemieux","Côte-des-Neiges - Notre-Dame-de-Grâce",294278.77,5038983.04
160,"Côte-Sainte-Catherine","Victoria","Côte-des-Neiges - Notre-Dame-de-Grâce",294394.27,5039167.04
161,"Côte-Sainte-Catherine","Westbury","Côte-des-Neiges - Notre-Dame-de-Grâce",294184.44,5038820.48
162,"Côte-Sainte-Catherine","Wilderton","Côte-des-Neiges - Notre-Dame-de-Grâce",295504.75,5040910.06
163,"Darlington","Van Horne","Côte-des-Neiges - Notre-Dame-de-Grâce",294989.38,5040890.42
164,"Decelles","Edouard-Montpetit","Côte-des-Neiges - Notre-Dame-de-Grâce",295226.05,5039934.68
165,"Decelles","Jean-Brillant","Côte-des-Neiges - Notre-Dame-de-Grâce",295422.14,5039778.8
168,"Decelles","Queen-Mary","Côte-des-Neiges - Notre-Dame-de-Grâce",295609.72,5039645.71
169,"Decelles","Van Horne","Côte-des-Neiges - Notre-Dame-de-Grâce",294605.86,5040333.55
171,"Edouard-Montpetit","Louis-Colin","Côte-des-Neiges - Notre-Dame-de-Grâce",295511.88,5040378
172,"Edouard-Montpetit","Stirling","Côte-des-Neiges - Notre-Dame-de-Grâce",295797.55,5040825.56
175,"Jean-Talon","Parc","Villeray - Saint-Michel - Parc-Extension",295243.98,5043364.18
176,"Jean-Talon","Savane","Côte-des-Neiges - Notre-Dame-de-Grâce",293343.26,5040072.54
181,"Lavoie","Van Horne","Côte-des-Neiges - Notre-Dame-de-Grâce",294184.85,5039613.88
182,"Légaré","Van Horne","Côte-des-Neiges - Notre-Dame-de-Grâce",294325.53,5039838.92
183,"Lemieux","Van Horne","Côte-des-Neiges - Notre-Dame-de-Grâce",293926.34,5039206.33
186,"Queen-Mary","Face au 3800 (Oratoire)","Côte-des-Neiges - Notre-Dame-de-Grâce",295404.7,5039315.5
190,"Van Horne","Victoria","Côte-des-Neiges - Notre-Dame-de-Grâce",294043.9,5039391.63
191,"Van Horne","Vimy","Côte-des-Neiges - Notre-Dame-de-Grâce",295342.34,5041521.86
192,"Van Horne","Westbury","Côte-des-Neiges - Notre-Dame-de-Grâce",293819.27,5039054.54
193,"Van Horne","Wilderton","Côte-des-Neiges - Notre-Dame-de-Grâce",295105.59,5041110.65
195,"Crémazie","Michel-Jurdant","Villeray - Saint-Michel - Parc-Extension",295743.95,5046404.93
196,"Allard","La Vérendrye","Sud-Ouest",298043.23,5034598.65
197,"Angers","Église","Sud-Ouest",298182.4,5035961.08
201,"Drake","Église","Sud-Ouest",298413.75,5035947.47
202,"Drake","Jolicoeur","Sud-Ouest",298368.67,5035239.05
203,"Eadie","Église","Sud-Ouest",297765.38,5035987.15
206,"Église","La Vérendrye","Sud-Ouest",298465.42,5035945.38
207,"Église","Saint-Patrick","Sud-Ouest",297350.68,5036085.01
211,"Jolicoeur","La Vérendrye","Sud-Ouest",298458.63,5035234.2
213,"La Vérendrye","Parc Angrignon","Sud-Ouest",297277.63,5033504.31
214,"La Vérendrye","Pont Stephens","Sud-Ouest",297681.94,5034123.57
216,"La Vérendrye","Woodland","Sud-Ouest",298263.27,5034818.15
218,"Atwater","Delisle","Sud-Ouest",298646.76,5038060.43
219,"Atwater","Notre-Dame","Sud-Ouest",298703.82,5037925.76
220,"Atwater","Saint-Antoine","Sud-Ouest",298493.42,5038407.82
221,"Atwater","Saint-Jacques","Sud-Ouest",298581.42,5038212.55
222,"Atwater","Duvernay/Atwater stationnement","Sud-Ouest",298757.62,5037858
223,"Fullum (Chute à neige)","Notre-Dame","Ville-Marie",301250.66,5042928.5
224,"Côte-Saint-Paul","Notre-Dame","Sud-Ouest",297502.78,5036604.17
226,"Courcelle","Saint-Antoine/Saint-Jacques","Sud-Ouest",297453.6,5037254
227,"Couvent","Saint-Antoine","Sud-Ouest",297943.12,5037745.68
229,"Louis-Hippolyte-La Fontaine","Maurice-Duplessis côté Est","Rivières-des-Prairies - Pointe-aux-Trembles",296701.78,5053664.5
230,"Notre-Dame","Sir-Georges-Étienne-Cartier","Sud-Ouest",297947.8,5037121.28
231,"Georges-Vanier","Saint-Antoine","Sud-Ouest",298792.15,5038772.28
232,"Georges-Vanier","Saint-Jacques","Sud-Ouest",298997.82,5038568.68
233,"Greene","Saint-Jacques","Sud-Ouest",298435.19,5038087.88
234,"Greene","Saint-Antoine","Sud-Ouest",298296.43,5038213.3
235,"Guy","Notre-Dame","Sud-Ouest",299548.1,5038910.49
236,"Guy","Ottawa/William","Sud-Ouest",299706.65,5038803.66
239,"Lenoir","Saint-Jacques","Sud-Ouest",297713.07,5037317.57
240,"Montagne","Notre-Dame","Ville-Marie",299737.44,5039225.49
244,"Notre-Dame","Saint-Henri (pl)","Sud-Ouest",298169.48,5037499.04
246,"Notre-Dame","Saint-Rémi","Sud-Ouest",297698.65,5036739.13
249,"Rose-de-Lima","Saint-Antoine","Sud-Ouest",298145.37,5038037.64
250,"Rose-de-Lima","Saint-Jacques","Sud-Ouest",298313.97,5037925.04
254,"Saint-Ferdinand","Saint-Jacques","Sud-Ouest",297989.62,5037474
257,"Saint-Jacques","Seigneurs","Sud-Ouest",299164.67,5038806.67
258,"Saint-Jacques","Vinet","Sud-Ouest",298786.69,5038389.65
260,"Bridge","Mill","Sud-Ouest",300711.59,5038547.77
262,"Bridge","Wellington","Sud-Ouest",300318.94,5038601.69
263,"Centre","Wellington","Sud-Ouest",300293.3,5038406.43
266,"Cedar","Côte-des-Neiges","Ville-Marie",297625.03,5039457.5
267,"Cedar","Côte-des-Neiges (diag. s-o)","Ville-Marie",297630.06,5039428
269,"Côte-des-Neiges","Docteur-Penfield (int. n-o)","Ville-Marie",297795.69,5039464.5
270,"Côte-des-Neiges","Docteur-Penfield (int. n-e)","Ville-Marie",297783.62,5039486.5
271,"Côte-des-Neiges","Docteur-Penfield (int. sud)","Ville-Marie",298026.53,5039609.5
274,"Côte-des-Neiges","The Boulevard","Ville-Marie",297288.22,5039498.19
279,"Peel","Pins","Ville-Marie",298396.43,5040517.56
280,"Pins","Redpath Crescent","Ville-Marie",298264.5,5040307
281,"Pins","University","Plateau Mont-Royal",298539.69,5040923.74
282,"Dickson","800 sortie Camco","Mercier - Hochelaga - Maisonneuve",302862.16,5047273.5
283,"Atwater","René-Lévesque","Ville-Marie",298301.68,5038690.34
284,"Atwater","Sainte-Catherine","Ville-Marie",298196.06,5038825.55
285,"Atwater","Sherbrooke","Ville-Marie",297923.9,5039043.64
286,"Atwater","Maisonneuve","Ville-Marie",298095.46,5038908.55
287,"Atwater","Tupper","Ville-Marie",298250.44,5038758.61
288,"Aylmer","Maisonneuve","Ville-Marie",299277.93,5040589.07
289,"Aylmer","Président-Kennedy","Ville-Marie",299220.23,5040629.07
290,"Aylmer","Sainte-Catherine","Ville-Marie",299429.33,5040487.56
291,"Aylmer","Sherbrooke","Plateau Mont-Royal",299128.08,5040697.57
292,"Bishop","Maisonneuve","Ville-Marie",298697.56,5039722.85
293,"Bishop","Sainte-Catherine","Ville-Marie",298834.27,5039628.07
294,"Bishop","Sherbrooke","Ville-Marie",298546.64,5039825.92
295,"Bleury","Maisonneuve","Ville-Marie",299420.78,5040810.5
296,"Bleury","Président-Kennedy","Ville-Marie",299370.02,5040843.99
297,"Bleury","Sainte-Catherine","Ville-Marie",299568.73,5040710.57
298,"Bleury","Parc/Sherbrooke","Ville-Marie",299230.33,5040940.57
299,"Cathcart","University","Ville-Marie",299409.79,5040319.67
300,"Chomedey","Sherbrooke","Ville-Marie",298096.74,5039205.26
301,"Lambert-Closse","Maisonneuve","Ville-Marie",298166.96,5038997.55
302,"Lambert-Closse","Sainte-Catherine","Ville-Marie",298266.06,5038914.05
303,"Côte-des-Neiges","Guy/Sherbrooke","Ville-Marie",298412.45,5039630.04
304,"Crescent","Maisonneuve","Ville-Marie",298744.66,5039795.28
305,"Crescent","Sainte-Catherine","Ville-Marie",298883.05,5039699.05
306,"Drummond","Maisonneuve","Ville-Marie",298848.79,5039959.61
307,"Drummond","Sainte-Catherine","Ville-Marie",298995.15,5039859.58
311,"Durocher","Sherbrooke","Plateau Mont-Royal",299165.53,5040786.57
312,"Fort du","Maisonneuve","Ville-Marie",298327.76,5039193.55
313,"Fort du","Sainte-Catherine","Ville-Marie",298426.96,5039110.05
315,"City Councillors","Président-Kennedy","Ville-Marie",299256.23,5040681.07
316,"Guy","Maisonneuve","Ville-Marie",298591.7,5039538.79
317,"Guy","Sainte-Catherine","Ville-Marie",298716.67,5039459.58
318,"Hutchison","Milton","Plateau Mont-Royal",299002.42,5040994.57
320,"Hutchison","Sherbrooke","Plateau Mont-Royal",299198.43,5040863.07
323,"Jeanne-Mance","Président-Kennedy","Ville-Marie",299430.99,5040941.92
325,"Jeanne-Mance","Sainte-Catherine","Ville-Marie",299628.43,5040808.07
326,"Jeanne-Mance","Sherbrooke","Plateau Mont-Royal",299268.56,5041048.34
327,"Léo-Pariseau","Parc","Plateau Mont-Royal",298772.39,5041247.84
328,"Mackay","Maisonneuve","Ville-Marie",298642.56,5039642.67
329,"Mackay","Sainte-Catherine","Ville-Marie",298778.45,5039548.05
330,"Maisonneuve","McGill College","Ville-Marie",299108.54,5040320.45
331,"Maisonneuve","Mansfield","Ville-Marie",299064.04,5040255.56
332,"Maisonneuve","Metcalfe","Ville-Marie",299016.65,5040187.86
333,"Maisonneuve","Montagne","Ville-Marie",298790.62,5039874.63
334,"Maisonneuve","Peel","Ville-Marie",298963.32,5040110.41
335,"Maisonneuve","Saint-Laurent","Ville-Marie",299695.43,5041187.3
336,"Maisonneuve","Saint-Marc","Ville-Marie",298414.04,5039297.87
337,"Maisonneuve","Saint-Mathieu","Ville-Marie",298505.55,5039407.55
338,"Maisonneuve","Saint-Urbain","Ville-Marie",299551.03,5041101.87
339,"Maisonneuve","Stanley","Ville-Marie",298903.94,5040035.56
340,"Maisonneuve","Union","Ville-Marie",299245.43,5040529.06
341,"Maisonneuve","University","Ville-Marie",299207.25,5040459.7
342,"Mansfield","Sainte-Catherine","Ville-Marie",299204.14,5040161.19
343,"Mansfield","Sherbrooke","Ville-Marie",298915.74,5040361.06
344,"McGill College","Sainte-Catherine","Ville-Marie",299247.32,5040224
345,"McGill College","Sherbrooke","Ville-Marie",298960.62,5040422.16
346,"Metcalfe","Sainte-Catherine","Ville-Marie",299157,5040090.61
347,"McTavish","Metcalfe/Sherbrooke","Ville-Marie",298881.04,5040309.56
348,"Milton","Parc","Plateau Mont-Royal",299043.12,5041066.07
350,"Milton","University","Plateau Mont-Royal",298826.65,5040722.71
351,"Montagne","Sainte-Catherine","Ville-Marie",298936.75,5039776.56
352,"Montagne","Sherbrooke","Ville-Marie",298647.98,5039975.08
353,"Ontario / Président-Kennedy","Saint-Urbain","Ville-Marie",299530.71,5041111.4
354,"Ontario","Saint-Laurent","Ville-Marie",299583.02,5041262.57
356,"Peel","Sainte-Catherine","Ville-Marie",299101.34,5040012.56
357,"Peel","Sherbrooke","Ville-Marie",298815.74,5040216.56
358,"Président-Kennedy","Union","Ville-Marie",299182.03,5040572.56
359,"Président-Kennedy","University","Ville-Marie",299138.83,5040507.56
360,"Saint-Alexandre","Sainte-Catherine","Ville-Marie",299506.23,5040608.07
361,"Sainte-Catherine","Saint-Laurent","Ville-Marie",299813.12,5041107.57
362,"Sainte-Catherine","Saint-Marc","Ville-Marie",298513.56,5039213.55
363,"Sainte-Catherine","Saint-Mathieu","Ville-Marie",298605.25,5039325.05
365,"Sainte-Catherine","Stanley","Ville-Marie",299048.4,5039935.57
366,"Sainte-Catherine","Union","Ville-Marie",299390.28,5040430.33
367,"Sainte-Catherine","University","Ville-Marie",299344.84,5040364.06
368,"Saint-Laurent","Sherbrooke","Plateau Mont-Royal",299374.82,5041400.07
369,"Saint-Marc","Sherbrooke","Ville-Marie",298275.05,5039413.05
370,"Saint-Mathieu","Sherbrooke","Ville-Marie",298353.53,5039536.88
371,"Saint-Urbain","Sherbrooke","Plateau Mont-Royal",299327.19,5041245.92
373,"Sherbrooke","Stanley","Ville-Marie",298760.64,5040136.06
374,"Sherbrooke","University","Plateau Mont-Royal",299057.68,5040563.95
377,"Beaver Hall","Viger","Ville-Marie",299865.55,5040226.04
378,"Belmont","University","Ville-Marie",299634.49,5040147.5
379,"Cathédrale","La Gauchetière","Ville-Marie",299539.95,5039804.78
380,"Cathédrale","Saint-Antoine","Ville-Marie",299640.59,5039735.51
381,"Cathédrale","Saint-Jacques","Ville-Marie",299744.1,5039665.26
382,"Duke","Wellington","Ville-Marie",300450.15,5039596.56
383,"Inspecteur","Notre-Dame","Sud-Ouest",299951.48,5039689.19
384,"La Gauchetière","Mansfield","Ville-Marie",299588.69,5039897.01
386,"La Gauchetière","University","Ville-Marie",299700.88,5040099.78
387,"Lucien-L'Allier","Saint-Antoine","Ville-Marie",299320.34,5039375.93
388,"Mansfield","Saint-Antoine","Ville-Marie",299708.95,5039812.56
389,"Mansfield","Saint-Jacques","Ville-Marie",299802.63,5039748.95
390,"McGill","Notre-Dame","Ville-Marie",300145.21,5040121.58
391,"Saint-Antoine","Square Victoria Est","Ville-Marie",299983.72,5040202.5
392,"Saint-Jacques","Square Victoria Est","Ville-Marie",300083.41,5040151.29
393,"McGill","Saint-Maurice","Ville-Marie",300239.88,5040075.5
394,"McGill","Saint-Paul","Ville-Marie",300332.44,5040030.56
395,"McGill","Wellington","Ville-Marie",300510.13,5039943.97
396,"Montagne","Saint-Antoine","Ville-Marie",299397.05,5039462.84
398,"Nazareth","Wellington","Sud-Ouest",300442.43,5039522.5
399,"Notre-Dame","Peel","Ville-Marie",299877.17,5039501.3
400,"Notre-Dame","University","Ville-Marie",300002.66,5039823.5
403,"Peel","Saint-Jacques","Ville-Marie",299691.05,5039588.06
404,"Peel","Wellington","Sud-Ouest",300311.16,5039266.06
406,"Saint-Antoine","University","Ville-Marie",299840.57,5039968.49
407,"Saint-Jacques","University","Ville-Marie",299907.42,5039905.83
409,"University","Viger","Ville-Marie",299763.44,5040047.41
410,"Beaver Hall","René-Lévesque","Ville-Marie",299611.22,5040350.17
411,"Bleury","René-Lévesque","Ville-Marie",299744.41,5040592.29
412,"Cathédrale","Metcalfe/René-Lévesque","Ville-Marie",299352.9,5039943.78
413,"Crescent","Lucien-L'Allier/René-Lévesque","Ville-Marie",299087.3,5039546.42
414,"Drummond","René-Lévesque","Ville-Marie",299202.29,5039717.1
415,"Fort du","René-Lévesque","Ville-Marie",298654.39,5038922.06
416,"Guy","René-Lévesque","Ville-Marie",298935.61,5039323.89
417,"Jeanne-Mance","René-Lévesque","Ville-Marie",299803.12,5040695.92
418,"Mackay","René-Lévesque","Ville-Marie",298990.66,5039403.05
419,"Mansfield","René-Lévesque","Ville-Marie",299405.54,5040022.57
420,"Montagne","René-Lévesque","Ville-Marie",299146.84,5039632.9
421,"Peel","René-Lévesque","Ville-Marie",299303.86,5039870.68
422,"René-Lévesque","Saint-Alexandre","Ville-Marie",299683.98,5040485.32
423,"René-Lévesque","Saint-Marc","Ville-Marie",298738.77,5039029.59
424,"René-Lévesque","Saint-Mathieu","Ville-Marie",298818.47,5039150.45
425,"René-Lévesque","Stanley","Ville-Marie",299254.53,5039794.77
426,"René-Lévesque","Sussex/Lambert-Closse","Ville-Marie",298487.99,5038795.92
427,"René-Lévesque","Union","Ville-Marie",299581.66,5040290.73
428,"René-Lévesque","University","Ville-Marie",299537.09,5040221.11
429,"Amherst","René-Lévesque","Ville-Marie",300516.77,5041837.01
430,"Amherst","Saint-Antoine","Ville-Marie",300761.21,5041677.08
431,"Amherst","Viger","Ville-Marie",300707.31,5041713.58
432,"Berri","René-Lévesque","Ville-Marie",300315.22,5041520.81
433,"Berri","Saint-Antoine","Ville-Marie",300598.62,5041359.08
434,"Berri","Viger","Ville-Marie",300502.89,5041400.32
436,"Jean-Paul-Riopel pl.","Saint-Antoine / Saint-Pierre","Ville-Marie",300079.22,5040365.5
437,"Bleury / Jean-Paul-Riopel","Viger","Ville-Marie",299973.88,5040435.74
439,"Hôtel-de-Ville","René-Lévesque","Ville-Marie",300110.9,5041202.38
440,"Panet","René-Lévesque","Ville-Marie",300716.01,5042092.95
441,"René-Lévesque","Saint-Denis","Ville-Marie",300251.84,5041421.57
442,"René-Lévesque","Saint-Hubert","Ville-Marie",300374.69,5041612.41
