Int_no,Rue_1,Rue_2,Arrondissement,X,Y,Longitude,Latitude
351,Montagne,Sainte-Catherine,Ville-Marie,298936.75,5039776.56,-73.5924246,45.4818419
352,Montagne,Sherbrooke,Ville-Marie,298647.98,5039975.08,-73.52940579999999,45.6058591
353,Ontario / Président-Kennedy,Saint-Urbain,Ville-Marie,299530.71,5041111.4,-85.323214,51.253775
354,Ontario,Saint-Laurent,Ville-Marie,299583.02,5041262.57,-85.323214,51.253775
356,Peel,Sainte-Catherine,Ville-Marie,299101.34,5040012.56,-73.5729128,45.5000155
357,Peel,Sherbrooke,Ville-Marie,298815.74,5040216.56,-73.5765955,45.501824
358,Président-Kennedy,Union,Ville-Marie,299182.03,5040572.56,-73.567256,45.5016889
359,Président-Kennedy,University,Ville-Marie,299138.83,5040507.56,-73.5685676,45.5089306
360,Saint-Alexandre,Sainte-Catherine,Ville-Marie,299506.23,5040608.07,-73.567747,45.5053908
361,Sainte-Catherine,Saint-Laurent,Ville-Marie,299813.12,5041107.57,-73.563813,45.5098716
362,Sainte-Catherine,Saint-Marc,Ville-Marie,298513.56,5039213.55,-73.5804266,45.4928239
363,Sainte-Catherine,Saint-Mathieu,Ville-Marie,298605.25,5039325.05,-73.579276,45.493821
365,Sainte-Catherine,Stanley,Ville-Marie,299048.4,5039935.57,-73.57361540000001,45.49932860000001
366,Sainte-Catherine,Union,Ville-Marie,299390.28,5040430.33,-73.569234,45.5037751
367,Sainte-Catherine,University,Ville-Marie,299344.84,5040364.06,-73.6207582,45.5033628
368,Saint-Laurent,Sherbrooke,Plateau Mont-Royal,299374.82,5041400.07,-73.56944539999999,45.5125085
369,Saint-Marc,Sherbrooke,Ville-Marie,298275.05,5039413.05,-73.5835129,45.4945581
370,Saint-Mathieu,Sherbrooke,Ville-Marie,298353.53,5039536.88,-73.58250509999999,45.4957102
371,Saint-Urbain,Sherbrooke,Plateau Mont-Royal,299327.19,5041245.92,-73.57004959999999,45.5110809
373,Sherbrooke,Stanley,Ville-Marie,298760.64,5040136.06,-73.5772947,45.50112670000001
374,Sherbrooke,University,Plateau Mont-Royal,299057.68,5040563.95,-73.5771511,45.50478469999999
377,Beaver Hall,Viger,Ville-Marie,299865.55,5040226.04,-73.563129,45.5019451
378,Belmont,University,Ville-Marie,299634.49,5040147.5,-73.5861053,45.5201128
379,Cathédrale,La Gauchetière,Ville-Marie,299539.95,5039804.78,-73.563864,45.5026511
380,Cathédrale,Saint-Antoine,Ville-Marie,299640.59,5039735.51,-73.50798,45.540315
381,Cathédrale,Saint-Jacques,Ville-Marie,299744.1,5039665.26,-73.5610343,45.514217
382,Duke,Wellington,Ville-Marie,300450.15,5039596.56,-73.56096409999999,45.4749232
383,Inspecteur,Notre-Dame,Sud-Ouest,299951.48,5039689.19,-73.56182729999999,45.49698799999999
384,La Gauchetière,Mansfield,Ville-Marie,299588.69,5039897.01,-73.5667062,45.4989683
386,La Gauchetière,University,Ville-Marie,299700.88,5040099.78,-73.61375919999999,45.5056156
387,Lucien-L'Allier,Saint-Antoine,Ville-Marie,299320.34,5039375.93,-73.5701167,45.494279
388,Mansfield,Saint-Antoine,Ville-Marie,299708.95,5039812.56,-73.56518009999999,45.49822349999999
389,Mansfield,Saint-Jacques,Ville-Marie,299802.63,5039748.95,-73.5639346,45.4976502
390,McGill,Notre-Dame,Ville-Marie,300145.21,5040121.58,-73.5592178,45.5007528
391,Saint-Antoine,Square Victoria Est,Ville-Marie,299983.72,5040202.5,-73.5616281,45.5017206
392,Saint-Jacques,Square Victoria Est,Ville-Marie,300083.41,5040151.29,-73.5607691,45.5009
393,McGill,Saint-Maurice,Ville-Marie,300239.88,5040075.5,-73.567256,45.5016889
394,McGill,Saint-Paul,Ville-Marie,300332.44,5040030.56,-73.5567557,45.50028140000001
395,McGill,Wellington,Ville-Marie,300510.13,5039943.97,-73.5548669,45.4994064
396,Montagne,Saint-Antoine,Ville-Marie,299397.05,5039462.84,-73.5748158,45.4905177
398,Nazareth,Wellington,Sud-Ouest,300442.43,5039522.5,-73.5557907,45.49570569999999
399,Notre-Dame,Peel,Ville-Marie,299877.17,5039501.3,-73.5630455,45.4954267
400,Notre-Dame,University,Ville-Marie,300002.66,5039823.5,-73.5561204,45.5045254
403,Peel,Saint-Jacques,Ville-Marie,299691.05,5039588.06,-73.56535869999999,45.4962102
404,Peel,Wellington,Sud-Ouest,300311.16,5039266.06,-73.5574576,45.4932734
406,Saint-Antoine,University,Ville-Marie,299840.57,5039968.49,-73.5748158,45.4905177
407,Saint-Jacques,University,Ville-Marie,299907.42,5039905.83,-73.61456559999999,45.4641855
409,University,Viger,Ville-Marie,299763.44,5040047.41,-73.5641421,45.5011838
410,Beaver Hall,René-Lévesque,Ville-Marie,299611.22,5040350.17,-73.5665077,45.5030704
411,Bleury,René-Lévesque,Ville-Marie,299744.41,5040592.29,-73.5647705,45.5052799
412,Cathédrale,Metcalfe/René-Lévesque,Ville-Marie,299352.9,5039943.78,-73.56823109999999,45.49921
413,Crescent,Lucien-L'Allier/René-Lévesque,Ville-Marie,299087.3,5039546.42,-73.5760482,45.4967253
414,Drummond,René-Lévesque,Ville-Marie,299202.29,5039717.1,-73.57170660000001,45.4973946
415,Fort du,René-Lévesque,Ville-Marie,298654.39,5038922.06,-73.5709092,45.4980208
416,Guy,René-Lévesque,Ville-Marie,298935.61,5039323.89,-73.5749687,45.49377639999999
417,Jeanne-Mance,René-Lévesque,Ville-Marie,299803.12,5040695.92,-73.56388690000001,45.5061372
418,Mackay,René-Lévesque,Ville-Marie,298990.66,5039403.05,-73.5742771,45.4945095
419,Mansfield,René-Lévesque,Ville-Marie,299405.54,5040022.57,-73.5689619,45.500069
420,Montagne,René-Lévesque,Ville-Marie,299146.84,5039632.9,-73.57240879999999,45.4966265
421,Peel,René-Lévesque,Ville-Marie,299303.86,5039870.68,-73.5704157,45.4987314
422,René-Lévesque,Saint-Alexandre,Ville-Marie,299683.98,5040485.32,-73.56537980000002,45.504234
423,René-Lévesque,Saint-Marc,Ville-Marie,298738.77,5039029.59,-73.57762699999999,45.4912555
424,René-Lévesque,Saint-Mathieu,Ville-Marie,298818.47,5039150.45,-73.5764616,45.4922127
425,René-Lévesque,Stanley,Ville-Marie,299254.53,5039794.77,-73.5710326,45.4980885
426,René-Lévesque,Sussex/Lambert-Closse,Ville-Marie,298487.99,5038795.92,-73.6038026,45.5262625
427,René-Lévesque,Union,Ville-Marie,299581.66,5040290.73,-73.5668349,45.5025778
428,René-Lévesque,University,Ville-Marie,299537.09,5040221.11,-73.57438359999999,45.4928347
429,Amherst,René-Lévesque,Ville-Marie,300516.77,5041837.01,-73.5547746,45.516408
430,Amherst,Saint-Antoine,Ville-Marie,300761.21,5041677.08,-73.5517471,45.5150191
431,Amherst,Viger,Ville-Marie,300707.31,5041713.58,-73.5523678,45.5153093
432,Berri,René-Lévesque,Ville-Marie,300315.22,5041520.81,-73.5573106,45.5135599
433,Berri,Saint-Antoine,Ville-Marie,300598.62,5041359.08,-73.553803,45.511661
434,Berri,Viger,Ville-Marie,300502.89,5041400.32,-73.5550269,45.51249840000001
436,Jean-Paul-Riopel pl.,Saint-Antoine / Saint-Pierre,Ville-Marie,300079.22,5040365.5,-73.5619531,45.5029091
437,Bleury / Jean-Paul-Riopel,Viger,Ville-Marie,299973.88,5040435.74,-73.5619909,45.5034839
439,Hôtel-de-Ville,René-Lévesque,Ville-Marie,300110.9,5041202.38,-73.5729448,45.4966248
440,Panet,René-Lévesque,Ville-Marie,300716.01,5042092.95,-73.5831121,45.4881328
441,René-Lévesque,Saint-Denis,Ville-Marie,300251.84,5041421.57,-73.5582913,45.5127628
442,René-Lévesque,Saint-Hubert,Ville-Marie,300374.69,5041612.41,-73.5565894,45.5143844
443,René-Lévesque,Saint-Laurent,Ville-Marie,299988.14,5040991.82,-73.56165159999999,45.508878
444,René-Lévesque,Saint-Urbain,Ville-Marie,299911.31,5040867.03,-73.562505,45.5076784
445,René-Lévesque,Sanguinet,Ville-Marie,300183.96,5041315.5,-73.55899219999999,45.5117043
446,René-Lévesque,Visitation,Ville-Marie,300668.94,5042019.44,-73.5710326,45.4980885
447,Jeanne-Mance,Viger,Ville-Marie,300024.53,5040548.57,-73.56108960000002,45.5048258
452,Jacques-Cartier (pl),Notre-Dame,Ville-Marie,300579.3,5040926.41,-73.5539539,45.5083473
454,Notre-Dame,Saint-Laurent,Ville-Marie,300453.63,5040699.07,-73.5556399,45.5062175
455,Notre-Dame,Saint-Pierre,Ville-Marie,300222.04,5040268.57,-73.5585952,45.5023259
459,Saint-Denis,Viger,Ville-Marie,300440.76,5041300.13,-73.55577029999999,45.5116263
460,Saint-Antoine,Saint-Laurent,Ville-Marie,300325.78,5040773.93,-73.5572832,45.5068925
461,Place d'Armes / Saint-Urbain,Saint-Antoine,Ville-Marie,300246.66,5040644.5,-73.5596691,45.5060125
462,Saint-François-Xavier,Saint-Jacques,Ville-Marie,300251.97,5040480.23,-73.5581814,45.504261
464,Saint-Jacques,Saint-Laurent,Ville-Marie,300395.48,5040731.29,-73.55633449999999,45.506501
465,Saint-Jacques,Saint-Pierre,Ville-Marie,300164.54,5040309.07,-73.5592711,45.50267179999999
466,Saint-Laurent,Viger,Ville-Marie,300213.21,5040846.06,-73.55870209999999,45.5075284
467,Saint-Urbain,Viger,Ville-Marie,300127.83,5040723.07,-73.5597706,45.5064299
468,Sanguinet,Viger,Ville-Marie,300375.33,5041192.52,-73.5566186,45.5106374
470,Jarry,Joseph-Guibord,Villeray - Saint-Michel - Parc-Extension,296374.66,5047304.06,-73.60793629999999,45.56562719999999
471,Amherst,Maisonneuve,Ville-Marie,300226.34,5042024.9,-73.5585499,45.5181475
472,Amherst,Ontario,Ville-Marie,299881.91,5042251.08,-73.56294559999999,45.5201832
474,Amherst,Sainte-Catherine,Ville-Marie,300341.25,5041950.29,-73.5570759,45.5174521
475,Amherst,Sherbrooke,Ville-Marie,299678.3,5042385.09,-73.5655702,45.5213864
477,Berri,Cherrier,Plateau Mont-Royal,299390.15,5042131.29,-73.5691241,45.5191394
479,Berri,Ontario,Ville-Marie,299738.21,5041903.58,-73.56480719999999,45.5170164
480,Berri,Roy,Plateau Mont-Royal,299202.15,5042259.09,-73.5922473,45.5298537
481,Berri,Sainte-Catherine,Ville-Marie,300138.01,5041637.58,-73.5596692,45.5146463
482,Berri,Sherbrooke,Plateau Mont-Royal,299567.69,5042011.25,-73.5669071,45.5181658
483,Cherrier / Montcalm,Sherbrooke,Plateau Mont-Royal,299662.25,5042518.52,-73.5698697,45.5182081
484,Cherrier,Parc-La Fontaine,Plateau Mont-Royal,299596.74,5042446.51,-73.56650580000002,45.5219849
485,Cherrier,Saint-Denis,Plateau Mont-Royal,299314,5042031.74,-73.57033229999999,45.5182823
486,Cherrier,Saint-Hubert,Plateau Mont-Royal,299448.21,5042217.08,-73.5684881,45.5198644
487,Hôtel-de-Ville,Ontario,Ville-Marie,299638.11,5041506.08,-73.541355,45.584925
489,Hôtel-de-Ville,Sherbrooke,Ville-Marie,299447.21,5041629.58,-73.5714483,45.50763449999999
490,Hôtel-de-Ville,Pins,Plateau Mont-Royal,299054.01,5041887.08,-73.5543325,45.5089192
491,Maisonneuve,250 Est,Ville-Marie,299824.03,5041388.5,-73.5395631,45.5524684
493,Maisonneuve,Saint-Denis,Ville-Marie,299962.84,5041609.76,-73.6119068,45.5371333
495,Maisonneuve,Sanguinet,Ville-Marie,299896.9,5041504.21,-73.5395631,45.5524684
497,Ontario,Saint-Denis,Ville-Marie,299702.81,5041778.58,-73.6119068,45.5371333
499,Ontario,Sanguinet,Ville-Marie,299673.01,5041649.58,-85.323214,51.253775
500,Pins,Saint-Denis,Plateau Mont-Royal,299192.62,5042110.46,-73.6119068,45.5371333
501,Rigaud,Saint-Denis,Plateau Mont-Royal,299433.2,5041952.5,-73.5683698,45.51805909999999
502,Roy,Saint-Denis,Plateau Mont-Royal,299128.61,5042150.08,-73.6119068,45.5371333
504,Saint-André,Sainte-Catherine,Ville-Marie,300260.71,5041828.58,-73.5580595,45.5163594
505,Saint-André,Sherbrooke,Plateau Mont-Royal,299634.26,5042224.33,-73.5660833,45.52000049999999
506,Saint-Denis,Sainte-Catherine,Ville-Marie,300076.03,5041536.04,-73.56045379999999,45.51375520000001
507,Sainte-Catherine,Saint-Hubert,Ville-Marie,300195.81,5041728.08,-73.5588874,45.51544560000001
510,Saint-Denis,Sherbrooke,Ville-Marie,299529.41,5041890.08,-73.5674506,45.51693359999999
511,Saint-Hubert,Sherbrooke,Plateau Mont-Royal,299600.11,5042117.33,-73.5665465,45.5189647
512,Sanguinet,Sherbrooke,Ville-Marie,299491.21,5041769.08,-73.5679478,45.5158243
513,Jean-Talon,3835 Ouest,Côte-des-Neiges - Notre-Dame-de-Grâce,293611.94,5040488,-73.6436867,45.5042809
514,Beaubien,Parc,Rosemont - Petite-Patrie,295987.1,5043005.24,-73.612782,45.5269915
515,Beaumont,Parc,Villeray - Saint-Michel - Parc-Extension,295590.3,5043258.5,-73.61815039999999,45.528909
516,Bernard,Esplanade,Plateau Mont-Royal,296646.67,5042786.89,-73.604342,45.525054
517,Bernard,Parc,Plateau Mont-Royal,296557.53,5042643.53,-73.6053895,45.523294
518,Bernard,Saint-Laurent,Plateau Mont-Royal,296812.86,5043053.83,-73.601955,45.527314
519,Bernard,Saint-Urbain,Plateau Mont-Royal,296733.4,5042920.6,-73.603544,45.526211
520,Bullion,Saint-Joseph,Plateau Mont-Royal,297771.61,5042670.12,-73.6164668,45.49191219999999
522,Coloniale,Pins,Plateau Mont-Royal,298994.31,5041785.08,-73.567256,45.5016889
523,Côte-Sainte-Catherine,Mont-Royal,Ville-Marie,297747.9,5041766.19,-73.5903051,45.5157751
527,Fairmount,Parc,Plateau Mont-Royal,297176.04,5042282.41,-73.5975892,45.5204072
528,Fairmount,Saint-Laurent,Plateau Mont-Royal,297410.91,5042666.58,-73.594618,45.5238635
530,Gaspé,Laurier,Plateau Mont-Royal,297673.91,5042772.08,-73.59127819999999,45.5248584
533,Laurier,Parc,Plateau Mont-Royal,297315.21,5042193.57,-73.59587119999999,45.5196506
534,Laurier,Saint-Laurent,Plateau Mont-Royal,297552.81,5042574.08,-73.59275459999999,45.5230316
538,Mont-Royal,Parc,Plateau Mont-Royal,297821.71,5041875.57,-73.5894258,45.5167204
539,Mont-Royal,Saint-Laurent,Plateau Mont-Royal,298051.76,5042246.26,-73.5864023,45.5201135
540,Mont-Royal,Saint-Urbain,Plateau Mont-Royal,297967.41,5042113.08,-73.58746599999999,45.5189233
541,Sherbrooke,Parc Pointe-aux-Prairies,Rivières-des-Prairies - Pointe-aux-Trembles,304761.84,5060287.5,-73.4950629,45.6815293
542,Parc,Saint-Joseph,Plateau Mont-Royal,297426.05,5042123.73,-73.6164668,45.49191219999999
543,Parc,Saint-Viateur,Plateau Mont-Royal,296815.11,5042481.57,-73.6021913,45.5222109
544,Parc,Van Horne,Plateau Mont-Royal,296190.97,5042876.5,-73.6101245,45.5257811
545,Parc,Villeneuve,Plateau Mont-Royal,297579.91,5042027.57,-73.592216,45.518138
546,Pins,Saint-Laurent,Plateau Mont-Royal,298931.61,5041683.08,-73.5751126,45.5151929
547,Pins,Saint-Urbain,Plateau Mont-Royal,298850.72,5041546.07,-73.5761663,45.5138053
548,Prince-Arthur,Saint-Laurent,Plateau Mont-Royal,299130.16,5041554.82,-73.57251099999999,45.5138851
550,Rachel,Saint-Laurent,Plateau Mont-Royal,298416.91,5042014.08,-73.5817328,45.51802290000001
551,Rachel,Saint-Urbain,Plateau Mont-Royal,298330.75,5041882.26,-73.582493,45.51658
552,Saint-Cuthbert,Saint-Urbain,Plateau Mont-Royal,298683.22,5041651.95,-73.57831750000001,45.5147611
553,Saint-Joseph,Saint-Laurent,Plateau Mont-Royal,297663.25,5042499.29,-73.5913163,45.5223579
554,Saint-Joseph,Saint-Urbain,Plateau Mont-Royal,297580.27,5042366.39,-73.59267,45.521213
555,Saint-Laurent,Saint-Viateur,Plateau Mont-Royal,297074.38,5042882.04,-73.59894030000001,45.5258425
557,Saint-Urbain,3650,Plateau Mont-Royal,298947.94,5041483,-73.57094719999999,45.5117351
558,Saint-Urbain,Saint-Viateur,Plateau Mont-Royal,296990.01,5042750.58,-73.5999927,45.5246693
561,Berri,Saint-Joseph,Plateau Mont-Royal,298015.65,5043056.93,-73.586933,45.52744
565,Brébeuf,Laurier,Plateau Mont-Royal,298179.82,5043613.67,-73.5847804,45.5324038
566,Brébeuf,Saint-Joseph,Plateau Mont-Royal,298321.63,5043519.19,-73.58302379999999,45.5315869
570,Christophe-Colomb,Mont-Royal,Plateau Mont-Royal,298613.2,5043124.09,-73.578772,45.527654
571,Christophe-Colomb,Parc-La Fontaine / Rachel,Plateau Mont-Royal,298992.63,5042863.15,-73.572569,45.527649
572,Christophe-Colomb,Saint-Joseph,Plateau Mont-Royal,298225.91,5043374.07,-73.5842555,45.53028279999999
574,Duluth,Saint-Denis,Plateau Mont-Royal,298872.76,5042316.41,-73.5758808,45.5207608
576,Fabre,Saint-Joseph,Plateau Mont-Royal,298486.48,5043768.64,-73.5757234,45.5392266
577,Garnier,Saint-Joseph,Plateau Mont-Royal,298438.34,5043695.51,-73.6164668,45.49191219999999
579,Gilford,La Roche,Plateau Mont-Royal,298397.7,5043380.59,-73.58201389999999,45.53032959999999
580,Gilford,Saint-Denis,Plateau Mont-Royal,298085.97,5042828.5,-73.5861087,45.525455
584,Calixa-Lavallée,Lanaudière/Rachel,Plateau Mont-Royal,299176.16,5043113.62,-73.59665129999999,45.5396234
585,Lanaudière,Saint-Joseph,Plateau Mont-Royal,298395.66,5043630.43,-73.5820753,45.5326123
586,La Roche,Laurier,Plateau Mont-Royal,298140.8,5043552.09,-73.58526499999999,45.53184599999999
589,La Roche,Rachel,Plateau Mont-Royal,299061.3,5042945.26,-73.5734892,45.5264063
590,La Roche,Saint-Joseph,Plateau Mont-Royal,298281.09,5043457.53,-73.583417,45.530845
591,Laurier,Mentana,Plateau Mont-Royal,298018.1,5043353.09,-73.58683959999999,45.5300532
593,Laurier,Saint-Denis,Plateau Mont-Royal,297810.28,5043007.58,-73.5894778,45.5269813
594,Laurier,Saint-Hubert,Plateau Mont-Royal,297942.9,5043231.09,-73.5878,45.5289492
595,Marie-Anne,Saint-Denis,Plateau Mont-Royal,298505.73,5042556.15,-73.58056499999999,45.5228917
598,Rachel,Saint-Hubert,Plateau Mont-Royal,298816.6,5042625.58,-73.6274712,45.5466394
599,Mont-Royal,Saint-Hubert,Plateau Mont-Royal,298454.54,5042884.95,-73.4710222,45.4893783
600,Mont-Royal,Rivard,Plateau Mont-Royal,298362.2,5042737.08,-73.57990219999999,45.5235146
601,Mont-Royal,Saint-Denis,Plateau Mont-Royal,298322.6,5042675.08,-73.5842827,45.5244287
602,Rachel,Saint-Denis,Plateau Mont-Royal,298692.51,5042435.58,-73.5781815,45.52182759999999
603,Saint-Jacques,Wilson,Côte-des-Neiges - Notre-Dame-de-Grâce,296290.69,5036340.03,-73.61456559999999,45.4641855
604,Resther,Saint-Joseph,Plateau Mont-Royal,298044.59,5043100.62,-73.5864328,45.527747
606,Saint-Denis,Saint-Joseph,Plateau Mont-Royal,297933.97,5042927.73,-73.58784039999999,45.52623029999999
608,Saint-Hubert,Saint-Joseph,Plateau Mont-Royal,298075.42,5043147.45,-73.58604729999999,45.5281932
609,Chabanel,Marché-Central,Ahuntsic - Cartierville,292577.34,5043847.49,-73.6564475,45.5344303
611,Langelier,Rosemont,Mercier - Hochelaga - Maisonneuve,300537.68,5049623.27,-73.5546659,45.5865903
612,Carignan,Rosemont,Mercier - Hochelaga - Maisonneuve,300396.8,5049330.15,-73.5836271,45.5517018
616,Saint-Hubert,Saint-Zotique,Rosemont - Petite-Patrie,296479.4,5044202.32,-73.6065321,45.5376892
617,Papineau,René-Lévesque,Ville-Marie,300913.54,5042385.82,-73.5497616,45.521317
621,Frontenac,Maisonneuve,Ville-Marie,301126.79,5043412.6,-73.5395631,45.5524684
624,Fullum,Sainte-Catherine,Ville-Marie,301040.1,5043029.59,-73.54816339999999,45.527153
628,Lorimier,Maisonneuve,Ville-Marie,300757.1,5042839.59,-73.5811519,45.5374141
629,Lorimier,Sainte-Catherine,Ville-Marie,300865.8,5042768.59,-73.55034719999999,45.5248134
631,Maisonneuve,Papineau,Ville-Marie,300599.8,5042594.59,-73.60355539999999,45.5463615
633,Papineau,Sainte-Catherine,Ville-Marie,300709.9,5042521.59,-73.552358,45.52259
634,Papineau,Sainte-Rose,Ville-Marie,300802.71,5042459.31,-73.5511582,45.5220479
636,Bordeaux,Ontario,Ville-Marie,300278.28,5043068.58,-73.567256,45.5016889
640,La Fontaine,Papineau,Ville-Marie,300360.42,5042745.8,-73.55682139999999,45.5246368
641,Lorimier,Ontario,Ville-Marie,300317.9,5043130.09,-73.5573587,45.5281443
642,Ontario,Papineau,Ville-Marie,300157.3,5042886.09,-73.567256,45.5016889
644,Bercy,Ontario,Ville-Marie,300782.79,5043865.1,-73.5514366,45.5346966
645,Frontenac,Hochelaga,Ville-Marie,300223.03,5043959.23,-73.5586028,45.5355397
648,Frontenac,Ontario,Ville-Marie,300687.89,5043678.6,-73.5526506,45.5329993
649,Frontenac,Rachel,Plateau Mont-Royal,299878.79,5044166.1,-73.5629806,45.5373846
651,Frontenac,Sherbrooke,Ville-Marie,300035.29,5044072.1,-73.5610949,45.5365683
656,Fullum,Rachel,Plateau Mont-Royal,299712.69,5043913.6,-73.5651317,45.5351301
658,Fullum,Sherbrooke,Ville-Marie,299948.99,5043751.1,-73.5621221,45.53367249999999
659,Havre,Ontario,Ville-Marie,300721.89,5043736.1,-109.6840887,48.549999
661,Hochelaga,Iberville,Ville-Marie,300181.68,5043897,-73.55912250000002,45.5349691
663,Hogan,Rachel,Plateau Mont-Royal,299989.39,5044348.1,-73.5616126,45.5390541
669,Iberville,Rachel,Plateau Mont-Royal,299841.19,5044104.6,-73.56349639999999,45.5368359
670,Iberville,Rouen,Ville-Marie,300398.72,5043769.5,1.099971,49.44323199999999
671,Iberville,Sherbrooke,Plateau Mont-Royal,300009.29,5044002.6,-73.56136,45.5359522
675,Parthenais,Sherbrooke,Plateau Mont-Royal,299919.69,5043617.1,-73.5625154,45.5324645
681,Bordeaux,Rachel,Plateau Mont-Royal,299492.39,5043585.1,-73.567993,45.531984
682,Bordeaux,Saint-Joseph,Plateau Mont-Royal,298712.35,5044109,-73.69695449999999,45.54258369999999
683,Bordeaux,Sherbrooke,Ville-Marie,299858.5,5043345.06,-73.56327379999999,45.5299872
684,Calixa-Lavallée,Panet/Sherbrooke,Ville-Marie,299724.95,5042746.2,-73.6378014,45.5975013
685,Champlain,Émile-Duployé/Sherbrooke,Ville-Marie,299783.23,5043013.62,-73.56423629999999,45.5270308
686,Christophe-Colomb,Saint-Grégoire,Plateau Mont-Royal,297751.64,5043634.29,-73.590243,45.5325893
687,Dorion,Sherbrooke,Ville-Marie,299841.5,5043274,-73.5634805,45.52938109999999
689,Fullum,Saint-Joseph,Plateau Mont-Royal,298936.45,5044432.4,-73.5751396,45.5398115
690,Gauthier,Lorimier,Plateau Mont-Royal,299702.09,5043543.6,-73.5652676,45.531797
691,Gauthier,Papineau,Plateau Mont-Royal,299536.12,5043297.18,-73.5674161,45.529554
693,Gilford,Papineau,Plateau Mont-Royal,298704.96,5043848.2,-73.5780454,45.5345478
696,Laurier,Papineau inter. Nord,Plateau Mont-Royal,298447.4,5044017
698,Lorimier,Masson,Plateau Mont-Royal,298415.77,5044402.96,-73.581831,45.5394978
700,Lorimier,Rachel,Plateau Mont-Royal,299538.09,5043653.1,-73.567376,45.532793
701,Lorimier,Rouen inter. Sud,Ville-Marie,300099.47,5043277,-73.5811519,45.5374141
702,Lorimier,Saint-Joseph,Plateau Mont-Royal,298756.31,5044175.6,-73.577339,45.5374565
703,Lorimier,Sherbrooke,Ville-Marie,299876.29,5043429.1,-73.5630358,45.5307481
704,Marie-Anne,Papineau,Plateau Mont-Royal,299154.39,5043549.59,-73.5722582,45.5318836
705,Émile-Duployé,Marquette/Rachel,Plateau Mont-Royal,299319,5043323,-73.57019369999999,45.5298109
706,Masson,Papineau,Plateau Mont-Royal,298246.09,5044149.59,-73.5839369,45.5372419
708,Mont-Royal,Papineau,Plateau Mont-Royal,298975.61,5043669.52,-73.5766338,45.534244
709,Papineau,Rachel,Plateau Mont-Royal,299371.69,5043406.09,-73.5694951,45.5305395
711,Papineau,Saint-Joseph,Plateau Mont-Royal,298589,5043924.25,-73.5795854,45.5352693
712,Papineau,Sherbrooke,Ville-Marie,299806.75,5043116.25,-73.5639477,45.5279446
713,Plessis,Sherbrooke,Ville-Marie,299742,5042827.93,-73.5647469,45.5254279
714,Lorimier,René-Lévesque,Ville-Marie,301071.59,5042625.6,-73.5478132,45.5232628
715,Frontenac,Notre-Dame,Ville-Marie,301348.74,5043278.8,-73.5443399,45.5294712
716,Iberville,Notre-Dame,Ville-Marie,301327.92,5043210.33,-73.54462989999999,45.5288346
717,Lorimier,Notre-Dame/Viger,Ville-Marie,301215.6,5042539.59,-73.5462062,45.5229925
718,Notre-Dame,Panet/Ville-Marie,Ville-Marie,300980.53,5041922,-73.54870989999999,45.517148
719,Notre-Dame,Papineau,Ville-Marie,301120.51,5042254.09,-73.54773039999999,45.5203858
720,Papineau,Viger,Ville-Marie,301053.32,5042293.53,-73.54787929999999,45.5207132
721,Panet,Viger,Ville-Marie,300893.51,5041977.58,-73.54998739999999,45.5177434
722,Notre-Dame,Saint-Antoine,Ville-Marie,300959.12,5041828,-73.560371,45.502858
723,Parthenais,René-Lévesque,Ville-Marie,301197.6,5042764.59,-73.54609219999999,45.52478290000001
725,Bourbonnière,Hochelaga,Mercier - Hochelaga - Maisonneuve,300929.27,5045571.7,-73.54957379999999,45.5500433
727,Chambly,Hochelaga,Mercier - Hochelaga - Maisonneuve,300822.09,5045301.61,-73.55095109999999,45.5476063
731,29 e Avenue,Beaubien,Rosemont - Petite-Patrie,298852.17,5047412.08,-73.5761946,45.5666167
737,Hochelaga,Orléans,Mercier - Hochelaga - Maisonneuve,300951.8,5045640.94,-73.5492885,45.550663
738,Hochelaga,Pie-IX,Mercier - Hochelaga - Maisonneuve,301034.2,5045849.53,-73.548222,45.5524827
741,Hochelaga,Viau,Mercier - Hochelaga - Maisonneuve,301487.49,5046842.41,-73.5425419,45.5614541
745,Pie-IX,Rouen,Mercier - Hochelaga - Maisonneuve,301302.82,5045726.49,-73.6140485,45.5766061
748,Rouen,Viau,Mercier - Hochelaga - Maisonneuve,301752.5,5046718.11,-73.5390202,45.5603813
760,Davidson,Sainte-Catherine,Mercier - Hochelaga - Maisonneuve,301681.53,5044581.84,-73.5924246,45.4818419
761,Davidson,Notre-Dame,Mercier - Hochelaga - Maisonneuve,301831.99,5044519.11,-73.5561204,45.5045254
773,Notre-Dame,Pie-IX,Mercier - Hochelaga - Maisonneuve,302192.97,5045317.69,-73.533499,45.5478574
777,Notre-Dame,Viau,Mercier - Hochelaga - Maisonneuve,302622.62,5046310.54,-73.5279606,45.5567597
778,Ontario,Pie-IX,Mercier - Hochelaga - Maisonneuve,301581.07,5045599.37,-73.541229,45.550104
779,Ontario,Saint-Clément,Mercier - Hochelaga - Maisonneuve,301995,5046509.11,-73.53593359999999,45.558498
780,Ontario,Viau,Mercier - Hochelaga - Maisonneuve,302030,5046587.61,-73.53548959999999,45.5591859
782,Pie-IX,Sainte-Catherine,Mercier - Hochelaga - Maisonneuve,302029.42,5045394.01,-73.53548959999999,45.5485172
783,Sainte-Catherine,Viau,Mercier - Hochelaga - Maisonneuve,302474.4,5046380.62,-73.5297863,45.5573419
